Serial No.,College Name,Company,Package,Job Roles,Headings
52,Ramdeobaba University - [RBU],Ibm,4.75 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Innovapptive,7 LPA,Associate Consultant,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Intuitive Technologies,8 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Jtp Japan,8 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Kickdrum,16 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Lg Soft India,7.5 LPA,"Associate Engineer, Consultant","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Lti Mindtree,"3.5, 4.5, 7.5 LPA",Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Ltts,4 LPA,Associate Engineer,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Metlok,4-5 LPA,"E- Commerce, Associate Engineer","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Nutanix,24 LPA,Associate Roles,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Nvidia,14 LPA,"Associate Engineer, Consultant, Investment Banking","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Persistent,4.5 LPA,Analyst Trainee,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Porter,19 LPA,"Bfsi / It / E-Commerce, Investment Banking","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Principal Global Services,8 LPA,"Investment Banking, Associate Roles","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Sahaj,13 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Schneider Electric,12 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Shobha Developers,4.54 LPA,Bfsi / It / E-Commerce,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Softlink International,6 LPA,"Investment Banking,","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Solar Group,4 LPA,"Associate Engineer , Consultant","Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Tiaa,10.48 LPA,Consulting,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Varroc,11.5 LPA,Associate Role,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
52,Ramdeobaba University - [RBU],Vconstruct,5.75 LPA,"Associate Engineer , Consultant","Name of the Company, Package Offered, Job Roles, Branches Eligible"
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],No data found,No data found,No data found,No data found
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],No data found,No data found,No data found,No data found
55,Sri Jayachamarajendra College of Engineering - [SJCE],No data found,No data found,No data found,No data found
56,Jaypee University of Information Technology - [JUIT],No data found,No data found,No data found,No data found
57,"University Institute of Engineering, Chandigarh University - [UIE]",No data found,No data found,No data found,No data found
58,"School of Engineering and Technology, NCU - [SOET]",No data found,No data found,No data found,No data found
59,Lovely Professional University - [LPU],Adani,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Aditya Birla,4-5 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Afformed Tech,8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Airtel,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],All Btech Branches Btech Branches Btech Branchesiant Cybersecurity,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Anglara,7 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],August,4 - 6 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Bespoke Systema Pvt.Ltd,1.36 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],BYJUs,10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Capgemini,5 - 7 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],CEES,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Ciel,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Corizo,7 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Credin,8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Daikin,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],datalog.ai,18 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Excelr,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Extramarks,12.4 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Geolog,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Hyperlink Infosystem,4-5 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Indian Oil,12.5 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Indigo,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Infibeam Avenues,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Infomize Tehnologies,4.3 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],John Energy Ltd,5 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Juspay,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Krutarth Medical Systems,3 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Maxxis,2.10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Morris Garages,6 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Nielseniq,6.3 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Nirma,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Novatrice,4 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Om Space Rocket Exploration,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Ozh Ventures Discovery Technology,4.2 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Prakash Chemical Agencies,6 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Softnautics,3.5-4.5 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Stridely Solutions,4-6 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Sunflower Lab,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Surgi World Healthcare System,2-5 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Synoptek,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Talentserve,6 TP 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],TCS,8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Teklozy,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Urban Company,5 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Vikrant,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Vivansh Infotech,7 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Wipro,6 - 8 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Worley Energy|Chemicals|Resources,6 - 10 LPA,No data found,"Name of the Company, Package Offered"
59,Lovely Professional University - [LPU],Zensar Technologies,5 LPA,No data found,"Name of the Company, Package Offered"
60,St. Joseph College Of Engineering,No data found,No data found,No data found,No data found
61,Saveetha Engineering College - [SEC],No data found,No data found,No data found,No data found
62,Sri Sairam Engineering College,No data found,No data found,No data found,No data found
63,NMAM Institute of Technology - [NMAMIT],Number of Job Offers,-,1200,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
63,NMAM Institute of Technology - [NMAMIT],Highest Salary,INR 24.78 LPA,INR 53 LPA,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
63,NMAM Institute of Technology - [NMAMIT],Top Recruiters,"DXC Technologies, Mindtree, Capgemini, Accenture etc",No data found,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Number of Companies Visited,100,125+,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Number of Offers,1500,2100,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Number of Students Placed,1503,2106,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Highest Package,INR 57.50 LPA,INR 47 LPA,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Average Package,INR 8 LPA,-,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Offers Higher than 10 Lakhs,100+,75+,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Offers Higher than 6 Lakhs,300,-,"Particulars, Placements Statistics 2023, Placement Statistics 2022"
64,"CVR College of Engineering, Ibrahimpatnam",Top Recruiters,"Deutsche Bank, Virtusa, Global Logic, Accenture, Cognizant","Opentext, Accenture, Cognizant, Wipro, TCS Ninja, Infosys","Particulars, Placements Statistics 2023, Placement Statistics 2022"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Adani Group,4 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Amadeus Labs,11.77 LPA,All BTech Branches,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Amla Commerce,3.79 - 7.17 LPA,"CSE, IT, ETC, EE, Elcetrical Branch","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Analog Layout,4 - 6 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Burns and McDonnell,4.5 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Capgemini,4 - 7 LPA,Analyst and Senior Analyst,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Capgemini Excellence,4.25 LPA,Analyst,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],7.5 LPA,Senior Analyst,No data found,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Ceinsys,3 LPA,No data,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Ceinsys ( MEGHE Group) (Internship),1.80 LPA,Embedded Technology,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Cognizant,5.4 LPA,GenC Pro,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],4 LPA,GenC Elevate,"CSE, IT","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],6.75 LPA,GenC Next,No data found,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Commtel Networks,3 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Crave Infotech,4 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],DemandFarm,6 - 8 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Hexaware Technologies,6 LPA,SDE,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],IBM,4.5 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],ICICI Secuirities Ltd,"2,75 LPA",All BTech Branches,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],InfoCepts,5 LPA,"CSE,IT,E&T,EE","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Josh Technologies,8 LPA,Web Developer,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],10 LPA,Software Developer,CSE,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],JSW Group,8.5 LPA,GET,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Jubilant Foodwork Pvt Ltd (Internship),"17,500 (Stipend)",Production Planning and Supply Chain,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Kohler,4 LPA,Internship,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Matpro,3 LPA,Field Service,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Mehta Cad Cam Systems,2 - 3.5 LPA,Service Engineer,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],4 - 4.5 LPA,Sales and Marketing Executive,"Electronics, Mechatronics, Intrumentation","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Nielson IQ,11.88 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Persistent Systems,5.25 LPA,No data found,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Principal Global Services,8 LPA,No data found,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Raybiztech,4.5 LPA,"CSE, IT, ECE","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Reliance Retail,4 LPA,Electrical/Electronics/ETC,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Resolve Diagnostics Pvt Ltd,1.9 - 2.4 LPA,Electronics & Telecommunication & Mechanical,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],SBI - Youth for India fellowship (Internship),"17,000 (Stipend)",NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Schaeffler Group,5.5 LPA,"Electronics, Electronics & Communication","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Skill-Lync,3.1 LPA,Sales,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],3.5 - 4.5 LPA,All BTech Branches,No data found,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],STS COBRA,5 LPA,NA,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Tech Mahindra,4 LPA,SDE,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Technoventor Innovations,3.5 - 4 LPA,"EE,ETC, El, ME","Name of the Company, Package Offered, Job Roles, Branches Eligible"
65,Yeshwantrao Chavan College of Engineering - [YCCE],Wipro,3.5 LPA,All BTech Branches,"Name of the Company, Package Offered, Job Roles, Branches Eligible"
66,"Institute of Technology, Nirma University",No data found,No data found,No data found,No data found
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Number of Students Placed,170,358,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Number of Recruiters,35,110,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],First Time Recruiters,14,75,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Highest CTC,INR 20.3 LPA,INR 18 LPA,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Median CTC,INR 3.60 LPA,INR 4.30 LPA,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Major Domains,Finance and Sales & Marketing,IT and consultancy,"Particulars, Placement Statistics 2021, Placement Statistics 2022"
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Top Recruiters,"Amazon, BCG, Cipla","Infosys, Cognizant and Byjus","Particulars, Placement Statistics 2021, Placement Statistics 2022"
68,Sri Ramakrishna Engineering College - [SREC],No data found,No data found,No data found,No data found
69,Chennai Institute of Technology - [CIT],No data found,No data found,No data found,No data found
70,Institute of Aeronautical Engineering - [IARE],No data found,No data found,No data found,No data found
71,Nitte Meenakshi Institute of Technology - [NMIT],No data found,No data found,No data found,No data found
72,Sri Venkateswara College of Engineering - [SVCE],No data found,No data found,No data found,No data found
73,Rajalakshmi Engineering College - [REC],Number of Job Offers,1640+,2058+,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
73,Rajalakshmi Engineering College - [REC],Number of Recruiters,282,322,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
73,Rajalakshmi Engineering College - [REC],Top Recruiters,"Amazon, Accenture, IBM, HSBC, TCS, Cognizant etc",No data found,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
75,Heritage Institute of Technology - [HIT],Highest CTC Offered,INR 44 LPA,No data found,"Batch, 2022"
75,Heritage Institute of Technology - [HIT],Top Recruiters,"Goggle, Amazon, Tata Advanced Systems",No data found,"Batch, 2022"
76,Sri Krishna College of Technology - [SKCT],No data found,No data found,No data found,No data found
77,PSNA College of Engineering and Technology,No data found,No data found,No data found,No data found
78,BV Raju Institute of Technology - [BVRIT],AI and Machine Learning,INR 5-7 LPA,Internship,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],AIG Hospital,N/A,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],AmbinetScientific.ai,Not mentioned,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],ARAI,INR 4 - 5 LPA,"AI/ML, Software, EEE+ECE","Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Bytes (Proteam),"INR 4,00,000 + Variable (10%)",HAM Consultant Role,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Coditas,Not mentioned,Internship Program,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],DeltaX,INR 7 LPA,Associate Product Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Eidiko Systems Integrators,Not mentioned,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],EPIKInDiFi,INR 4-5 LPA,Developer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Flightcase IT Services,INR 2.5 LPA,Network Provisioning Engineer / Provisioning Analyst-I / NOC Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Forbes MarshAll BTech Branches BTech Branches BTECH BRANCHES Btech Branches,Not mentioned,6 Months Internship,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],GSpann Technologies,INR 5.5 LPA (INR 3.5 L + INR 2 L variable),Software Engineer Trainees - Python,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Kavin Engg.,"INR 22,000 per month",Core Technical Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],KodNest,N/A,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],MDI NetworX,INR 1.8 LPA,"Junior Technical Governance, Risk, and Compliance (GRC) Associate","Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Mivada Technologies,INR 6 LPA,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Movate,Not mentioned,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Neeyamo,Not mentioned,Product Specialist,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Netenrich Technologies,INR 4.5 LPA (Cyber Security) / INR 3.5 LPA (Computer Networking),"Cyber Security Analyst Trainee, Computer Networking Analyst /","Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Oracle,INR 4 LPA,ERP Technical Associate,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Quadratyx,INR 5 to 6.5 LPA,AI Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Quality Assurance,Not mentioned,Quality Assurance Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Realpage,N/A,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Sechay,Not mentioned,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Syniti,INR 6-7 LPA,Associate Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Synopsys,N/A,Associate Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],TCS NQT,INR 3.36 - INR 11.5 LPA,"Various Roles (Ninja, Digital, Prime)","Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Technip Energies,Not mentioned,Graduate Engineer Trainee,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Techouts Solutions,INR 4.00 - INR 4.5 LPA,Trainee Software Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],UST,Not mentioned,Various Roles,"Company Name, Package Offered, Role Offered, Branches Eligible"
78,BV Raju Institute of Technology - [BVRIT],Yottechports,INR 3.25 LPA,Junior Engineer,"Company Name, Package Offered, Role Offered, Branches Eligible"
79,University of Petroleum and Energy Studies - [UPES],BEL,12.09 LPA,GET,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],BEL,11 LPA,GET,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],BEL CRL,12.83 LPA,Research Staff,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],BELDEN INDIA PVT LTD,10.45 LPA,ECLP Leadership Program,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],BEML,9.8 LPA,Management Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],BPCL,19 LPA,Management Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],C-DAC,9.2 LPA,Knowledge Associate,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],C-DOT,18.5 LPA,Research Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],CATERPILLAR INDIA PVT LTD,11.5 LPA,Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Catt,5.5 LPA,Business Operations Executive,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],CS Automation,3 to 6 LPA,Software Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Engineering India Limited,18.87 LPA,Management Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],GAIL (India) Limited,19.2 LPA,Executive Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],HALDIA PETROCHEMICALS LTD,6.52 LPA,SAP,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],HITECH TOPCEM nextgen,8.5 LPA,Analyst,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],HPCL,17 LPA,Officer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],ICICI BANK,11.4 LPA,Deputy Manager,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],imart,5 LPA,Business Development Executive,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],INCEDO INC,7.55 LPA,Software Development Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],INDIA POVE Adding power to the,6.52 LPA,NA,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],INNOVIL EBEARD,10 LPA,Full Stack Engineer,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],ITC,12 LPA,Technical Management Trainee,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],Johnson Controls,5 LPA,Analyst,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],JUBILANT FOODWORKS,13-14 LPA,FTE,"Name of the Company, Package Offered, Job Role"
79,University of Petroleum and Energy Studies - [UPES],KPMG,13.65 LPA,CTRM Functional Analyst/CTRM Technical Analyst,"Name of the Company, Package Offered, Job Role"
