Serial No.,College Name,Info
23,Kumaraguru College of Technology - [KCT],I stayed in hostel by paying 80000 per year for 2 sharing room. There was only veg meals available. They were provided 2 type of food per meal. Everything is unlimited except vada. The food was very good and hygiene. The room size was much more spacing for 2 people.
23,Kumaraguru College of Technology - [KCT],"In girls hostel per room 2 members can stay there is no attach bathroom and also there is a only common bathroom only. In boys hostel per room 1 person can stay with attach bathroom. For every room there is a cupboard, study tables and chairs they providing remaining things like bed and bucket and other our personal things we should bring. Food menu they take and printout and paste it in hostel notice board and also there is a hostel whatsapp group warden is a group admin they share all the information through the group including food menu also and there is no non-veg only veg foods available in the hostel during sunday studends may go outing but they should not bring out side foods to inside hostel. Hostel registration process are done in hostel itself."
24,Punjab Engineering College University of Technology - [PEC],"Hostels are provided to every year student and different hostels are made for every year to prevent ragging. Hostel rooms provide a bed, fan, light, and almirah necessities in the room. There is also a facility of laundry. Meals provided in the mess include a variety of food for everyone and good quality food is provided. If you don't want to live in hostel you can easily get a room or pg in sector 11 or sector 15 or nayagaon which are very close areas to the college."
24,Punjab Engineering College University of Technology - [PEC],"You can get hostel in the college where fees is around 81000 annually. Rooms have beds and tables and cupboard. You can get single , double or triple sharing rooms according to availability and how early you came. Mess is also average where the menu is fixed for the week ."
24,Punjab Engineering College University of Technology - [PEC],Hostel fees is annually 81500 with 3500 per month as mess bill . Hostel infrastructure is very bad and old . Small conjusted rooms with no coolers or ac's only old rusted fans . Shelves are also broken . Very poor hygiene toilets. Mess food is very good . It gives 4 meals a day. For admission you just have to fill the admission form and you'll be alloted a room in no time
24,Punjab Engineering College University of Technology - [PEC],"In 1st semester you have to accomodate in 2 seater, but from 2nd year you can apply for single room which you will easily get. Wifi facilities are good. Washroom condition are good Mess food is okay okay not that much good like in other colleges"
24,Punjab Engineering College University of Technology - [PEC],"Hostel is average, the rooms are old, but all the facilities are provided in the hostels, hostels remains clean, geysers are installed in the bathrooms. Meal quality is below average. Hostels are quite expensive, around 80k for year and about 30k extra for mess. For rent a room there are many options, like in sector 11, sector 15 and many other options."
25,Jaypee Institute of Information Technology University - [JIIT],"Hostel fees are really high but it get justified. Every day cleaning of rooms with brooms , regular cleaning of washrooms , spacious rooms , ACs , gyms , pools table tenis, etc . The infrastructure is Little bit old but it won't give a problem . Also hostel starts from 8th floor giving u a great view of surroundings. And the mess food is top notch , not like home but better than others . (Veg only mess )"
25,Jaypee Institute of Information Technology University - [JIIT],"Hostel mess food is good The accomodation is of 2 for double room and 1 for single room ' fees is 160000 for double room and 7500 more for single room The room is good , They provide you desk, cupboard , almirah , bed , mattress and hot air blower for winter"
25,Jaypee Institute of Information Technology University - [JIIT],"Hostel fees is 160000 for 1 year including room and mess charge , room has duct to cool the room but it doesn't work properly in summer so it will be little hard for students in summer season, 1 chair ,1 single wooden bed , and a study desk is provided for each person in the room and we have to share the room with 3 people."
25,Jaypee Institute of Information Technology University - [JIIT],"The hostel facility is really good and clean. Generally 2 students share one room. There are 2 tubelights, two study tables and a balcony to get fresh air. Meal quality is mixed sometimes it's really tasty but sometimes it's not. They give a balanced diet as much as possible. Registration process starts happening before the semester starts and the students have to deposit fees for hostel beforehand. Hostel affordability is a very big issue as it's very expensive (one lakh per semester)."
25,Jaypee Institute of Information Technology University - [JIIT],The hostel facility is okayish in my opinion . The cleanliness can be improved though. We have 22 hostels here apart from the girls hostel. All the hostels have same size of rooms except hostel 22 (h-22) . It is a bit smaller and more congested than the other hostels. The menu is quite good however the mess staff couldn't match it with the food quality.
26,Indian Institute of Information Technology - [IIIT],"The hostel facilities are well maintained, offering double and single occupancy rooms. Each room has 2 cupboards, windows for ventilation, tables, chairs etc. The meal offered is not that good and of low quality. The registration process is simple and hostels are affordables (7000/- per person per semester)."
26,Indian Institute of Information Technology - [IIIT],Hostel facility is also good. There are 5 hostels for boys. You are alloted based on the semester in which you are studying. The food quality is same as you will find in any other colleges which is average. The mess fee for each semester is around 24000. You are given single or double rooms based on your choice. Single room costs 14000 per semester while double sharing room cost around 7000. This is included in your semester fee which i discussed earlier.
26,Indian Institute of Information Technology - [IIIT],Hostel Accomodation is quite good. ( 9 / 10). Mess food is fairly good. (7/10). Registration process is done itself in the campus once enrolled. No provision of locally rented rooms or PG since hostel and mess fees are compulsory.
26,Indian Institute of Information Technology - [IIIT],Until 2 year we need to share double rooms although there is a facility to opt for single room in certain conditions. From 3rd year onwards we get single room. Hostels are in good condition and are only old 10- 12 years. Hostel fees is compulsory and is included at the time of semester fees payment. Mess food is average.
26,Indian Institute of Information Technology - [IIIT],Hostel facility is much better than the other colleges. First and second year students get double sharing room whereas third and fourth year can allot single room as well. Cost of double sharing is around 6k -7k per semester and for single sharing is 12k -13k per semester. Mess facility is provided in every hostel. Food is average and requires Approvement. Hostel is available to each and every student and it is alloted along with semester fee.
27,Dayalbagh Educational Institute Faculty of Engineering,Dei Provided Near hostal and Room for a low cost. The meal is just like a good. Menu various quality of food. Dei daily window open and fill up form. Available hostel so provides you. College hostal cost 1000 pr months.
27,Dayalbagh Educational Institute Faculty of Engineering,"There are two boy's hostel and three girls' hostel. The capacity of girls hostel is more than a boy's hostel. The facilities provided in the room of hostel is first of all four boy's can live in the one room. The total capacity of the hostel is 140 approximately. Four led bulbs and four fans are provided. Geager, coffee machine, toasterand itlii dhosa machines are also available. The meal that is provided is of good quality. The hostel is provided on the basis of two criteria one distance of from college and family economical conditions.I also opt the hostel."
27,Dayalbagh Educational Institute Faculty of Engineering,"Hotels are Very good and cheap rates,foid are awsme in hostel mess all take 3-4k per month for food and hostel fees."
27,Dayalbagh Educational Institute Faculty of Engineering,"Campus Life:On 31 January d. E.I. celebrates Founder's day every year in which different students of different faculty come together and prepare there exhibition. Different faculty have their separate library for the easy availability of books for the student. The main central library is also available on the campus. Classrooms are big and smart projectors are installed in most of the classrooms room which helps to visualise the topic in a better way. A smart Indian hackathon was also conducted, and a college youth parliament election was also conducted by the college to encourage the students to do social work. Every year college sports competitions are held in which almost all the games are conducted. Unnat Bharat was also started by the college to encourage the students. The program for the removal of illiteracy among rural youth was initially started by the Dei Women's Training College Radhasoami Educational Institute in 1987. All the activities result in the physical, mental, social, emotional, and economic of the target group."
27,Dayalbagh Educational Institute Faculty of Engineering,"Campus Life:The college provides an excellent campus life and infrastructure also various types of books are available in the faculty, and library also as a result, there is no need to buy books from stationeries. Various types of sports games are also played in the college."
28,Mepco Schlenk Engineering College,"There are five hostels for girls and five for boys. Our hotels are named after rivers, like ganga, Yamuna, Sindhu, thambirabarani, mahanadhi. The hostel changes year by year. Each hotel has three wardens who will be strict and friendly as per need. There will be study hours from 8 to 10.30 pm. And specific mess time. Apart for warden there were two hostel staffs who will take care of hostel activities. The rent is normal 40000 to 45000 per semester. There will be competition and price distributions like Pongal day celebrations hostel day celebrations and monthly once feast. The food will be nice and we will be having briyani two days a week."
28,Mepco Schlenk Engineering College,"Hostel facility I can describe this is one of best' hostel in Tamilnadu, because all food are very super and hygiene and very tasty,there were 5 boys hostel and 5 girls hostel,with wifi and security camera with all good facility."
28,Mepco Schlenk Engineering College,"There are members in my room. There is also the availability of a single room for final year students. There is a fixed study time daily from 8 pm to 10.30 pm which is very strict. The food dishes are amazing and for 6 days in a week, they will provide non-veg foods. The hostel is provided by the college management and the wardens are the staff working in the college so one can clarify doubts in the hostel too with the warden."
28,Mepco Schlenk Engineering College,The hostel facilities are really nice in our college we are having 10 hostels among which 5 for boys and 5 for girls. They provide nice foods and we also celebrate hostel day. I love my hostel so much
28,Mepco Schlenk Engineering College,"Hostels will be also as restriicted as the college is. Infrastructure will be OK. But they will have stupid, insane, ridiculous and useless conditions and rules. You'll hardly get a couple of hours of Wi-Fi. Annual charges including mess was 60000 for me."
29,Sri Venkateswara University College of Engineering,"Hostels are too poor. Food quality is decreasing day by day and No comittee fellows are caring and Workers dont Care anyways!! But, They increase the fee whenever they need saying some silly reasons. Senior junior intearction also too harsh here. Very bad Hostels for M.Tech students especially that ech have to share a single person room to 3 people sometimes and 2 people always and sometimes you may not get any room. Maintance is Poor and management dont care!!"
29,Sri Venkateswara University College of Engineering,"Our college provides the college hostel.There are little facilities.For the security they have been provided lockers for each student.Here we can find generators,solar panels which provides 24/7 electricity.The food here is good and best.The menu is filled with different varieties of items.For the room booking purpose we need to pre pay the amount and there is no separate registration fee.Our hostel fee is 80k per year."
29,Sri Venkateswara University College of Engineering,"Hostel facility is good but not great. Here we have 2 sharing rooms and 5 sharing rooms for men. There is good space in every room. Mess is great, we get to eat different type of Currys everyday. We get egg omelette daily two times and chicken 3 times per week. Fees for hostel for a year is 40000 rupees."
29,Sri Venkateswara University College of Engineering,"HOSTEL FEES 29,950 RUPEES. VERY REASONABLE PRICE FOR HOSTEL FACILITY. MEAL ALSO VERY GOOD IN HOSTEL. EVERY WEEK 3 TIMES VEG AND NON VEG. DAILY EGG AND BANANA . MORNING TIMES TIFFIN ALSO VERY GOOD AND GOOD QUALITY AND QUANTITY ALSO ."
29,Sri Venkateswara University College of Engineering,In the first year there will 3 sharing and 5 sharing rooms.the hostel fee for a year is 40000.the mess food is very good.for non veg there will be egg or omlette daily.we should go to hostel office and collect the challan and pay in the university bank.
30,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],"The facilities provided at hostel are perticularly low as compared to other facilities. There is no attached bathroom facility. There are common bathrooms (5 among 20 rooms) Also there are no maids for cleaning rooms. Students have to clean their room by themselves. Also there is no AC facility and if the students want to bring thier own coolers, it is only allowed during summer times. But generally weather is hot here and so coolers are a neccesssity. Registration process - On the day of registration, the HS (Hostel Supervisor) allocates each student their rooms (2 person per room). Also the room allocated are not changable for the whole term of 4 years of Bechlors. And the same goes for Masters and PHD students."
30,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],"All basic facilities provided like drinking water, 24*7 electricity, washing machines etc. Affordable @ 45k per year. No AC rooms. Something that can be improved. Good drinking water quality. Triple / Double sharing rooms based on your year of studying."
30,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],Our rooms are 2 sharing in old hostel and 3 sharing in new boys hostel. Food is quite good we have variety of food options for students such as Punjabi Chinese gujarati south india and burgers etc. Registration process of hostel is done at time of admission. All btech students are mandatory to live in the hostel on campus.
30,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],"The hostel is the average we have to share room with two people. Meal quality is below average Hostel fees, 54,000 and the mess fees is 21,000 menu is different for every day. There are washing machine facilities in the hostel."
30,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],Hostel facility is very good. There are 2 boys hostel and 1 girls hostel. 2 and 3 sharing rooms are available in boys hostel. Common bathrooms and washrooms are there.. Coolers are there for cold water and hot water.. Gysers are also there.. There is no mess system.. There are 6 canteens 5 veg 1 nonveg you can buy and eat whatever you want full dish and half dish are also there.. Food quality is decent at canteen..there is no AC rooms.. Coolers are allowed in summer Hostel is compulsory for BTech students if you don't want to live though you have to pay hostel fees which is around 27500 per sem.
31,Bharati Vidyapeeth Deemed University Pune,"I was in a hostel which is within the campus , the hostel has the mess inside the building which was a stress relief, The food quality was okay. The menu were good which included pasta, chinese Pav bhaji , paratha .They always were aimed to serve better as they were keeping the feedback record. The rooms were very clean , even my room had a balcony with it. there were 3-4 people under one room."
31,Bharati Vidyapeeth Deemed University Pune,"I opted for hostel facility for the first sem only. Which Costed me around 53,000/- and a one time deposit of 5000/- which will be refunded later. I'll say it's affordable. And the hostel facilities for boys is only for the 1st sem only after that they have to arrange their own accomodation. Rooms are very small with 3 sharing, you'll get a table a single plug point and a cupboard that's it. Mess was the worst major reason to leave the hostel ,very poor quality of food After u leave hostel there plenty of options for accommodation and food . There are many flats, pgs, hostels for both boy and girls u can opt for. Many mess are also available. Where food quality is great. If you opt for flat you can have a cook which will be cheaper Back gate is the khau gali many shops to eat from"
31,Bharati Vidyapeeth Deemed University Pune,The hostel facility is not adequate because it is only available for the first year students. The hostel is very conjusted . Every room has 4 beds. The mess and the quality of food provided by the mess is also very bad. my overall experience of hostel was very bad. It is unhygienic. Around 8 people use single washroom.
31,Bharati Vidyapeeth Deemed University Pune,Good facilities provided in the For me the milk quality and the menu is not good Hostel fees are to higher in and it is not affordable In katraj I live in room 0 the area is good but I don't like the room
31,Bharati Vidyapeeth Deemed University Pune,"Boys hostel is very small according to the room size and costly compared to the fees which is 110000 per year. Only first year students can live in the boys hostel which is inside the campus, after that students take pg or flat outside the campus. The hostel which is inside the campus is known as D-hostel and doesn't has good food. The food is of very bad quality. There are two girls hostel, one is very costly around 250000 per year and has very high facilities and other is around 110000 and has normal facilities with bad quality of food, due to which the girls do not even eat food and end up getting weak. I live in a flat outside the campus, from a 5 minutes walking distance and the atmosphere at the night at the streets of the college is not good as there are many locals which are just roaming and disturbing the croud."
32,Hindustan Institute of Technology and Science - [HITS],Facilities provided in the room their provided bed in one room 4 members are arranged Meal quality not two good not bad The give form to fill & before joining we paid full fee for hostel No we not locality if your rentad a room
32,Hindustan Institute of Technology and Science - [HITS],"Hostels are like 5-star hotels they are well maintained and they will be providing us with a heater, mini fridge, wardrobe for each person, study table for each one, and WiFi with 10 GB per day. Mess food is very good weekly 4times they will be providing chicken"
32,Hindustan Institute of Technology and Science - [HITS],Hostel facility was good as that was the first year when I joined in hostel facility. ! Food was good . Totally value for money at that time. In 2014-16. Facility was like individual bed and chair and a desk for studying but it would be a 10 sharing / 3 sharing which was available at that time...! But it was a far away village. But now in 2022 that village is developed and we can get almost everything in that village.
32,Hindustan Institute of Technology and Science - [HITS],"The hostel has different options like 4 sharing or 2 sharing, Quantity, and quality of food will be nice and Andhra style. Those who are willing to join in hostel need to book in advance you can contact hostel office near freedom zone."
32,Hindustan Institute of Technology and Science - [HITS],"There are equal numbers of hostels for both girls and boys. The room's amenities include 24 hour access to water, electricity, and WIFI, as well as study tables. The hostel's student association decides on the canteen menu, which changes every three months. The quantity and quality are both excellent. The registration process for hostel assignments is extremely simple. It's a bit pricey, but we managed to make it work."
33,C. V. Raman Global University,"I would say hostel rooms are fine , cupboards are provided along with a table a chair, a bed and cushion for bed but hostel management persons are not of supportive nature . Mess meal is of poor quality. We pay 95000 for a three bed room mess charge is included. If u rent a pg outside the campus it would be around 6 to 7 thousand for 2bhk."
33,C. V. Raman Global University,Hostel facilities are very good They give variatity of rooms such ac rooms single bed room 2 bedroom 3 bedroom 4 bedroom and also 5 bedrooms the girls hostel rooms are quite big according to boys u can choose ac and Non AC rooms and attached bathroom...the fees are accordingly diff There meal quality is ok U may the afford the hostel facilities according living in flat U can also live rented flats there many near the college itself
33,C. V. Raman Global University,a bed a table a ceiling fan a cupboard and a chair food is average better than other colleges The registration is done by google forms through mail then on campus allotment is done the hostel is bit expensive side like 47k per semester including mess mess is compulsory
33,C. V. Raman Global University,Hostel is not upto the mark 85000 for 6 occupancy and 95000 for 4 occupancy the mess food is not that great but it's okay to survive we get nonveg 4 days in week the taste is okaish and bearable ac rooms are provided
33,C. V. Raman Global University,"2 girls hostel are there in campus NLH & OLH , rooms are with bed , matress , desk , cupboard & an almirah . Meal quality is 4/10 not recommended You'll get a guide by college for the registration"
34,Sri Krishna College of Engineering and Technology - [SKCET],The Hostel fees is 100000 the facilities in hostel is too work in our class.They will also a good hearted persons.In one room 4 members can provided and they give a coat and caboard seperately.we want a pay a amount in single payment only .PG is better to stay
34,Sri Krishna College of Engineering and Technology - [SKCET],"For both boys and girls, hostel facility is available. No non-veg meals will be provided even egg also not provided. Quality of food is good. Laundry service, gym, tennis court, food service is available. If non-veg is provided, I'll give rating as 9"
34,Sri Krishna College of Engineering and Technology - [SKCET],They have 4 fans per room they maintain the classroom very premium and we are get more satisfaction while sitting inside the room they take even the calss by the projector and the bench and desc are very neet and clean
34,Sri Krishna College of Engineering and Technology - [SKCET],Our college hostel facility is very good and maintain very neatly. And also our college hostel food also very good and hygenic food. In the hostel our college have per room 8 to 10 beds. The registration for hostel fees our college discussed already in the admission process. The locality the hostel rooms.
34,Sri Krishna College of Engineering and Technology - [SKCET],"Hostel f block is like 5 star hotel bcz it's 1,50,000 other blocks are like normal hostel where 4 people in a room.. G block is Ac block where fees is 1,75,000.. but menu quality would be ok.. bcz here it is only VEGETARIAN!!! No no veg even in special days !!"
35,Kongu Engineering College - [KEC],"hostel infrastructure is good. food is okay not a great one but doesnt affect your health. fees is 80,000 per year and no non veg which is a great minus here. they have ro water facility everywhere in the college."
35,Kongu Engineering College - [KEC],"In a room there are three members to stay, there are 3 cots , 3 tables, 3 chairs, 3 cupboards. The restrooms are cleaned twice a day by cleaner servant. In girls hostel they are strict. there is no outing and no outside foods are allowed. In our hostel they provide only veg meal. the meal is good. we have to pay 80000 for hostel fee per year which includes food, room, safety, current, cleanig,... there is washing machine also in our pg"
35,Kongu Engineering College - [KEC],"The hostel facility is too good that you have two sharing and three sharing and four sharing in same cost and there was proved you with the fan and table ,chair and cart and cemented rack and there are purified water supply for 24/7 and hggined food that no non veg provided but the food is awesome and the registration process all are takeover by tha respective administration staffs rather than that you can take room in locality also available starting from 5000 to 15000"
35,Kongu Engineering College - [KEC],In our college there are totally 11 hostels (including boys and girls). For one room they allot 3 students per room and they provide a cot a chair and a table for each student in the room. The menu and quality of food is very good. The hostel is easily available for all the students of our college. So they does not need to be worried whether the hostel would get fulled.
35,Kongu Engineering College - [KEC],Hostels facilities are average 3 cota 3 chairs and tables Quality of meal is good but changes for every day Register on the time of admission It has been great experience to be in hostel with peers with fun and enjoyment
36,"Vignan's Foundation for Science, Technology, and Research","In hostel we have three blocks named with Nyaya, Dharma , Satya. Per room 4 members and building is constructed in 5 floors. Food is not that much good but can be eatable, they provide different items but taste was ok. Due to insufficient place they took apartment for rent at outside of the side and maintaining them as hostel. Food will provide them for the main hostel via van. In main hostel there is problem with rats but food is good in main hostel when compared to outside college hostels."
36,"Vignan's Foundation for Science, Technology, and Research",College hostel yearly 35000 fees They provide very hygienic food and also snacks during evening And we have 3beds in each room And also they clean every day And washroom also very good and it is worth to be college hostel and it is affordable
36,"Vignan's Foundation for Science, Technology, and Research","The rooms have a fan and the bathrooms are attached to the floor so the room has no facilities at all and the food quality is very poor and there's no such thing like menu in the hostel or cafeteria, The affordability of the hostel is a 10/10 but the process has too many steps"
36,"Vignan's Foundation for Science, Technology, and Research",Hostel facilities are good. But there are few drawbacks also.For first year students they take mobile away from them at night just for a week like that.Hot water is available but in the corridor we have to go and get.No self outings in the first year.Room sharing is 8-9 members.
36,"Vignan's Foundation for Science, Technology, and Research","*1 bed and 1 cupboard for clothes and 24 hours water facility, food - everyday including holidays. *meal quality - 10/10 * we can directly join hostel no admission process and the food they provided was worth for our money. * college hostel only in vadlamudi campus, which was the best in everything and many memories hold there by us."
37,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],"in my hostel room, we are sharing five members, five beds, five cupboard 5 shelf, five study table 5 study, chairs, toilets, water filter, three fan is enough to live in this hostel. I think one of the best meal quality in the South India all type of foods in the hostel menu. Every time I am eating feel new for non-veg students in a week, five days of non-veg, including chicken and mutton and two days, Gobi and egg. I feel like five star level food registration process of the hostel is very simple. Just pay 1,10,000per year. you can get room all facilities here, a mini hospital, laundry gym, Masjid all here"
37,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],"The Hostel accomodation is very good The room is 5 Sharing Non AC to 3Sharing Ac room. It comes with a cupboard and cuttle. Non veg is provided 5 days per week and it is very nice. Registration for hostel can be done directly in the colleage and fees should be directly . Now , I have a come back from hotel and staying in home as day scholar."
37,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],In our hostel the rooms are pretty small however theya are well managed and there are five members in each room and 3 fans and five cupboards. The meal quality is pretty decent for the price it is not bad and not good The Registration process is same for hostel and it is pretty affordable for the price
37,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],Hostel facilty are 5 sharing rooms 3 sheing rooms 1 sharing rooms differs in cost wise. I stayed in 5 sharing room it costs 95000 including mess fees. Mess food will be extremely rich and good and variety they give will be very food enough
37,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],"Hostel facility was provided for students they will provide bed and chairs, cupboard and tables they also provide ac rooms single room has four members hot water will be provided, laundry facilities will be provided in mess 5 days out of 7days. Nonveg will be provided they have a separate dining hall for veg and nonveg"
38,Bannari Amman Institute of Technology - [BIT],the room has 2 sharing and 4 sharing and also AC rooms are also available for students to stay . meal quality and taste is eatable and not very tasty. the registration process for hostels will be held during the admission process itself. there are many rooms available for rent in and aroud sathyamangalam
38,Bannari Amman Institute of Technology - [BIT],There are two types of room 2 sharing and four sharing and there is separate hostels based on the year. Meal quality is good but as I said earlier there is no non-veg in the meal menu. There is no complications in the registration for the hostel. It is just the easy process. The hostel fee is around one lakh. There is gym inside the hostel and vending machine.
38,Bannari Amman Institute of Technology - [BIT],"There are three types of rooms available in college. 1) 4 sharing persons in a room with separate cupboards,and a study area. 2)2 sharing room,here the fee will vary we need to pay extra 7000 for this one and the same facility will be provided. 3)AC rooms where we need to pay 15000 both single and double cot are available."
38,Bannari Amman Institute of Technology - [BIT],"The hostel rooms are separated into 4 different types like 4 cot,2 cot,1 cot,AC cot Bed ,fan,table,chair and basic facilities will be provided The mess rating will be 7/10 since the taste varies but hygiene remains the same Hostel registration will be avalable when you enroll in the admission phase"
38,Bannari Amman Institute of Technology - [BIT],The hostel here is very decent and is not up to the level. The fee for a hostel is 80000 which is too high. The mess food is good and only veg food is available and there is no non-veg. The main good thing is WiFi for 24 hours
39,Institute of Engineering and Management - [IEM],"Hostel gives option of 3 students in one room and 2 students in one room with the fees of 40000 per semester, Rooms are okey and now they are also providing AC rooms in option. Meal quality is okey most of the time but sometimes plates are dirty and food is not good enough"
39,Institute of Engineering and Management - [IEM],"The hostel facilities are good enough, facilities include 3 times meal breakfast, lunch and dinner, free 30GB wifi per month, free laundry, daily corridor and bathroom cleaning and weekly room cleaning and the other necessary services like fan, light, window, door etc repairing. The hostel registration also very simple and can be done during admission."
39,Institute of Engineering and Management - [IEM],The hostel facility is excellent having 2 seater and 3 seaters rooms which are very spacious from inside. The meals provided in the mess are not so great but not so bad also. There is no registration process for hostels you can easily book your rooms in the admission cell on your admission time. It's you rented a pg it's just outside the campus making it very near
39,Institute of Engineering and Management - [IEM],"I opted for hostel. I will straight up say, since there is no campus so the hostel is nothing but a medium sized apartment. And if you can see a PG paying guest), go there. Do not opt for hostel. They will take your hard earned money for a whole year so you are bound to stay there. And the hostel is full of restrictions and its connectivity to the main market place and other areas is also very diificult. Meal quality is okayish, nothing great to expect. You would get the normal Daal, Roti, Sabzi, puri, paratha at times. Chowmein slathering in oil, maybe poha a day, idli etc. The two areas where the PG s are Nayapatti and Mahishbatan. Out of the two I would say go for NAyapatti. It has good environment. All the necessary items, fast food chains, places to chill a bit with your friends etc. are also present and IN PGs there is no restriction. You can roam around freely till 11pm unlike in Hostel where the gates are cosed by 7:30 pm. Unbelieavable !"
39,Institute of Engineering and Management - [IEM],"My Hostel room is quite comfy, and the room feels good. The food is mid. 5/10. It's not that bad but not enjoyable as well. I myself don't prefer their meal. For menu, you have 3 days for chicken in the week. Fish, eggs are also provided. 8000 for veg 8500 for non veg. The fees is paid annually . The main problem is the students who live their. They smoke, drink and all but I don't think there's any disturbance in the neighborhood ."
40,Sona College of Technology,"The room is pretty Normal ,Quality of the meal is average , For Indian hostellers The food they served is average in taste , But For NRI students the Foods are Really Good In terms which i do observe ,They also increase The Hostel room rates like 5000 or 10000 per year which is according to different year students"
40,Sona College of Technology,"My campus hostel is not bad than others. More facilities provided in the hostel room such as AC,sink, separate bathroom and free wifi campus hostel is provided for each and every students. Meal quality is not gud .it is just average about food quality and taste due to poor catering service. Registration of hostel is much better and easy with fee of 90k per year. There is many rooms are available in the locality and houses and PG too and the food quality also very gud compared to mess food provide in the hostel."
40,Sona College of Technology,"All Facilities are available in the hostel room such as fan with high speed, chair and wooden cots and beds and studying table and bathroom. There are 2 members rooms and 3 members rooms and 4 members rooms available. It has a common TV and Wifi connectivity for all. There is no non veg they provided only veg like meals. All meals are good and eat to delicious. They provided us good food like all varieties rice and in morning they provide us variety rice such as lemon rice, tomato rice, coriander rice, Pongal, and vadai and for lunch white rice, sambar, appalam, vadai, subji are available. Every weekly once they provide all the variety food in one night includes ice cream. Admission is open for Full time of Sona students. Preference will be given to outstation students and it is subjected to availability. We will have to submit all the documents copy for accomodation they will give application form and need to bill registration fees and hostel fees.totaly hostel fees is 70000 per yea"
40,Sona College of Technology,They are 15 faculty rooms are available fro resting to facilitate The foods are so average there are some dishes not differ of menu They have benn given a slip to access hostel they have should give oru face and fingerprint scanner to the hostel students I have neither rented the pg room
40,Sona College of Technology,"If you're looking for Hostel in Sona College, you have to go for NRI. NRI is the best. The rest of the blocks are not that good. If you're able to afford for NRI you can go for NRI. It is the best. It has attached bathrooms and good food and only two members in a room and it has study table, it is good. It is 100 percentage Vegetarian campus, no outside food or allowed inside the hostel"
41,Jain University - [JU],"as is average, but the main qualities is very very good, and the menu is also not decided random menus on the list process is easy. The registration getting 40% from 12 marks and 60% marks is gold hostel fees is very high on. It's 1.85 lakhs. It's better to take a PG."
41,Jain University - [JU],"The facilities in the room consist of a decent spaced room with an attached bathroom in each room , one cabinet, one desk, 2 beds, a bedside table, a mirror shelf and decent space for personal preference, the quality of meals is also very good as they provide a variety of dishes and ranging from south indian and North Indian food to international dishes. The registration process is very simple as you only have to callin and pay for the room as for the affordability it's a bit on the higher side tho they do provide busses for transport and all. The hostel is located in BTM 1ST STAGE."
41,Jain University - [JU],In hostel there were just bed and coboards with attached bathroom. The mess here isnt good enought that why i shifted from hostel in 1 year. Meal quality is average. Registration process is easy bit the hostel fees is bery high with respective of their below average facilities. I rented a flat then in brigade meadows 45 mins far from college close to city
41,Jain University - [JU],"Hostel facilities include 24/7 hot water, 5G wifi, security guard, separate water purifiers in each floor, washing machine facilities and veg food four times a day They are very hygienic and clean Caution deposit of INR 10,000 should be paid initially and will be refunded while vacating They have seperate hostel for boys and girls Maintain safe environment and has curfew by 9:30pm on weekdays and on sundays its 10:30pm Overall its very safe and healthy and peaceful for students"
41,Jain University - [JU],"Hostel facilities is average and is on expensive side like management offers for incampus hostel and off campus hostels with 2 and 3 sharings for boys and same for the girls also but there is only incampus for girls, Quality of meal is very or i will say below average. For the registration you have to first get admission letter from university after that only you can get registered for the hostel."
42,Chaitanya Bharathi Institute of Technology - [CBIT],I live in PG which cost around 7000 per month and a 2k in advance while joining in the pg. Hostel food is average and they provide roti tifin and lunch and dinner everyday and nonveg twice a week and transport is bit harder to college because hostel is 2km distance from the college we go through the auto daily
42,Chaitanya Bharathi Institute of Technology - [CBIT],"My hostel name is jaya residency near ocean park gandipet.they have provided 3,4 and 5 shared rooms with good facilities.the fee is based on sharing.i used to stay in 5 shared and i paid 60000 per year."
42,Chaitanya Bharathi Institute of Technology - [CBIT],I stay near PG hostel in kokapet which is around 3km away from my college. Room were maintained clean daily. Coming to food they provide food above our expectations including non veg twice in a week they also have study hall for study purpose
42,Chaitanya Bharathi Institute of Technology - [CBIT],"I live in the hosstel provided by the college itself. The facilities are not that good but bearable. The meals are pure vegetarian, and the food is repeated so much that sometimes i dont feel like eating. This hostel is location 500m from our colllege"
42,Chaitanya Bharathi Institute of Technology - [CBIT],During the first year 7 students stay in a room in the next years each room accomodates 4 students.I would the food is average. The PG's are cheaper than college hostel they cost around 6500 per month. Hostel locality kokapet.
43,New Horizon College of Engineering - [NHCE],The hostel facility in the college is too good at a high price. There will be three desks for three students as there will be three members in a single room. They provide an attached bathrooms for each room and some rooms have separate bathrooms. Food is good with both north Indian style and south Indian style. Quality is good and good is provided by Sodexo. The registration process will have normal formalities with registration number name address etc Pgs are also available near our college and per month you will be charged 6-8k depending on the number of people staying in the room
